発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2005-01-13,-,-,-,ユークス,"WWE デイ・オブ・レコニング",,4015,0,,,,,,,,
2005-01-20,-,-,-,アタリ,"ターミネーター3 ザ・レデンプション",,4016,0,,,,,マルコ・ベルトラミ,キャラクター創造|ジェームズ・キャメロン|ゲイル・アン・ハード,,
2005-01-27,-,-,-,カプコン,バイオハザード4,,4017,0,,三上真司|松下邦臣(PS2)|中井実(Wii),,,内山修作|千本木操,三上真司,小林裕幸|川田将央(PS2)|中井実(Wii),
2005-02-24,-,-,-,任天堂,"スターフォックス アサルト",,3840,0,,"中西俊之 | 吉田豊",,,,,小林毅,
2005-02-24,-,-,-,マイルストーン,"カオスフィールド エクスパンデッド",,3841,0,,,,,,,,
2005-03-03,-,-,-,マーベラスインタラクティブ,"牧場物語 しあわせの詩",,3820,0,,,,,,,,
2005-03-03,-,-,-,タイトー,シャーク・テイル,,4018,0,,,,,ハンス・ジマー,ロブ・レターマン|マイケル・J・ウィルソン,,
2005-03-17,-,-,-,任天堂,"ドンキーコンガ3 食べ放題!春もぎたて50曲♪",,3869,0,,,,,,,,
2005-03-17,-,-,-,バンダイ,"ワンピース グラバト!ラッシュ",,4019,0,,,,,,,,
2005-03-17,-,-,-,ハドソン,"ボボボーボ・ボーボボ 脱出!!ハジケ・ロワイアル",,3808,0,,,,,,,,
2005-03-24,-,-,-,バンダイ,"金色のガッシュベル!! 友情タッグバトル2",,4020,0,,,,,,,,
2005-04-20,-,-,-,任天堂,"ファイアーエムブレム 蒼炎の軌跡",,3809,0,,,,,,"Ken Yokoyama|前田耕平(シナリオアシスタント)|Yoko Nakai(シナリオアシスタント)",,
2005-04-29,-,-,-,チュンソフト,ホームランド,,3810,0,,,,,,,,
2005-05-26,-,-,-,エレクトロニック・アーツ,"NBAストリートV3 マリオでダンク",,4021,0,,,,,,,,
2005-05-26,-,-,-,任天堂,"メトロイドプライム2 ダークエコーズ",,4022,0,,"Mark Pacini",,,山本健誌,,三木研次|田邊賢輔,
2005-06-09,-,-,-,カプコン,キラー7,,4023,0,,須田剛一,川上智|渡辺和寿|松崎昇|山田巧|佐藤慎也,須田剛一,高田雅史,須田剛一|三上真司,小林裕幸,
2005-06-23,-,-,-,任天堂,ちびロボ!,,4024,0,,,,,,,,
2005-07-14,-,-,-,コナミ,実況パワフルプロ野球12,,4025,0,,,,,,,,
2005-07-14,-,-,-,任天堂,"ダンスダンスレボリューション with マリオ",,3870,0,,,,,,,,
2005-07-21,-,-,-,任天堂,"スーパーマリオスタジアム ミラクルベースボール",,4026,0,,,,,,,,
2005-07-28,-,-,-,ビベンディ・ユニバーサル・ゲームズ,ロボッツ,,4027,0,,,,,ジョン・パウエル,ローウェル・ガンツ|ババルー・マンデル|デヴィッド・リンゼイ=アベアー,,
2005-08-04,-,-,-,ポケモン,"ポケモンXD 闇の旋風ダーク・ルギア",,3871,0,,,,,,,,
2005-08-11,-,-,-,エレクトロニック・アーツ,"メダル・オブ・オナー ヨーロッパ強襲",,3842,0,,,,,,,,
2005-08-11,-,-,-,セガ,"ソニック ジェムズ コレクション",,3872,0,,,,,,,,
2005-08-11,-,-,-,バンダイ,マダガスカル,,4028,0,,,,,,,,
2005-09-01,-,-,-,エレクトロニック・アーツ,"ファイトナイト  ラウンド2",,4029,0,,,,,ラミン・ジャヴァディ,オリジナル脚本|トム・ホランド,,
2005-09-29,-,-,-,カプコン,"ビューティフルジョー バトルカーニバル",,3873,0,,太田潤一,,"スエカネクミコ|小手川宗行| 金原忍|大橋幸子|長野伸明","五木田岳彦| 林祐介|小林克良(音響監督)",カプコン,稲葉敦志,
2005-10-27,-,-,-,トミー,"ゾイド フルメタルクラッシュ",,4030,0,,,,,,,,
2005-10-27,-,-,-,任天堂,突撃!!ファミコンウォーズ,,4031,0,,,,,,,,
2005-11-10,-,-,-,任天堂,マリオパーティ7,,3868,0,,,,,,,,
2005-11-10,-,-,-,マーベラスインタラクティブ,"牧場物語 しあわせの詩 for ワールド",,3826,0,,,,,,,,
2005-11-21,-,-,-,トミー,"ナルト 激闘忍者大戦!4",,4032,0,,,,,,,,
2005-11-23,-,-,-,バンダイ,"ワンピース パイレーツカーニバル",,3874,0,,,,,,,,
2005-11-24,-,-,-,エレクトロニック・アーツ,"SSX オンツアー with マリオ",,4033,0,,,,,,,,
2005-11-26,-,-,-,エレクトロニック・アーツ,ハリー・ポッターと炎のゴブレット,,4034,0,,,,,,,,
2005-12-01,-,-,-,バンダイ,"SDガンダム ガシャポンウォーズ",,3827,0,,,,,,,,
2005-12-01,-,-,-,ビベンディ・ユニバーサル・ゲームズ,"クラッシュ・バンディクー がっちゃんこワールド",,4035,0,,,,,,,,
2005-12-08,-,-,-,セガ,"ブリーチGC 黄昏にまみえる死神",,4036,0,,,,,,,,
2005-12-08,-,-,-,任天堂,伝説のクイズ王決定戦,,3875,0,,笠原伸一|吉田邦臣,,,坪口浩行|嶋倉一朗|坂東章平|相原真人,,原田貴裕,
2005-12-15,-,-,-,コナミ,"実況パワフルプロ野球12 決定版",,4037,0,,,,,,,,
2005-12-15,-,-,-,セガ,シャドウ・ザ・ヘッジホッグ,,4038,0,,飯塚隆,榊原武,飯塚隆|星野一幸,瀬上純|蓑部雄崇|大谷智哉|南波真理子,飯塚隆,中裕司,
2005-12-15,-,-,-,D3パブリッシャー,チキン・リトル,,4039,0,,,,,,スティーヴ・ベンチック|ロン・J・フリードマン|ロン・アンダーソン,,
2005-12-15,-,-,-,バンダイ,"金色のガッシュベル!! ゴー!ゴー!魔物ファイト!!",,4040,0,,中村哲冶→貝澤幸男,,大塚健,大谷幸,雷句誠,,
2005-12-22,-,-,-,エレクトロニック・アーツ,"ニード・フォー・スピード モスト・ウォンテッド",,3891,0,,,,,,,,
2006-01-19,-,-,-,任天堂,スーパーマリオストライカーズ,,4041,0,,,,,,,,
2006-02-09,-,-,-,セガ,"Mr.インクレディブル 強敵アンダーマイナー登場",,4042,0,,,,,マイケル・ジアッキーノ,ブラッド・バード,,
2006-02-23,-,-,-,セガ,ソニックライダーズ,,3892,0,,森本兼次郎,越田健一,森本兼次郎|森屋英明,澤田朋伯|床井健一|熊谷文恵,宮本裕司,中裕司|湯田高志,
2006-02-23,-,-,-,任天堂,"バテン・カイトス2 始まりの翼と神々の嗣子",,3811,0,,本根康之|初芝弘也,,日暮央,桜庭統,小島幸,杉浦博英,
2006-04-13,-,-,-,任天堂,大玉,,4043,0,,,,,,,,
2006-05-11,-,-,-,コナミ,実況パワフルメジャーリーグ,,4044,0,,,,,,,,
2006-05-25,-,-,-,マイルストーン,"ラジルギ ジェネリック",,3843,0,,,,,,,,
2006-06-29,-,-,-,タイトー,"アルティメット スパイダーマン",,4045,0,,,,,,,,
2006-07-06,-,-,-,THQジャパン,カーズ,,3893,0,,,,,,,,
2006-07-20,-,-,-,バンダイナムコ,"バトルスタジアム D.O.N",,4046,0,,,,,,,,
2006-12-02,-,-,-,任天堂,"ゼルダの伝説 トワイライトプリンセス",,3780,0,,青沼英二,岩脇敏夫|森田和明,滝澤智|中野祐輔,峰岸透|太田あすか|近藤浩治|横田真人|大島ミチル,,宮本茂,
